 2022-12-22 13:09:32,332 - 't'
 2022-12-22 13:09:32,334 - 't'
 2022-12-22 13:09:32,335 - 't'
 2022-12-22 13:09:32,336 - 't'
 2022-12-22 13:09:32,385 - 'e'
 2022-12-22 13:09:32,385 - 'e'
 2022-12-22 13:09:32,385 - 'e'
 2022-12-22 13:09:32,386 - 'e'
 2022-12-22 13:09:32,574 - 's'
 2022-12-22 13:09:32,575 - 's'
 2022-12-22 13:09:32,575 - 's'
 2022-12-22 13:09:32,576 - 's'
 2022-12-22 13:09:32,757 - 't'
 2022-12-22 13:09:32,758 - 't'
 2022-12-22 13:09:32,758 - 't'
 2022-12-22 13:09:32,759 - 't'
 2022-12-22 13:09:32,813 - 'i'
 2022-12-22 13:09:32,813 - 'i'
 2022-12-22 13:09:32,813 - 'i'
 2022-12-22 13:09:32,813 - 'i'
 2022-12-22 13:09:32,972 - 'n'
 2022-12-22 13:09:32,973 - 'n'
 2022-12-22 13:09:32,974 - 'n'
 2022-12-22 13:09:32,975 - 'n'
 2022-12-22 13:09:33,044 - 'g'
 2022-12-22 13:09:33,044 - 'g'
 2022-12-22 13:09:33,045 - 'g'
 2022-12-22 13:09:33,045 - 'g'
 2022-12-22 13:09:33,115 - Key.space
 2022-12-22 13:09:33,115 - Key.space
 2022-12-22 13:09:33,115 - Key.space
 2022-12-22 13:09:33,115 - Key.space
 2022-12-22 13:09:33,277 - 't'
 2022-12-22 13:09:33,277 - 't'
 2022-12-22 13:09:33,278 - 't'
 2022-12-22 13:09:33,279 - 't'
 2022-12-22 13:09:33,454 - 'e'
 2022-12-22 13:09:33,454 - 'e'
 2022-12-22 13:09:33,454 - 'e'
 2022-12-22 13:09:33,454 - 'e'
 2022-12-22 13:09:33,645 - 's'
 2022-12-22 13:09:33,647 - 's'
 2022-12-22 13:09:33,648 - 's'
 2022-12-22 13:09:33,648 - 's'
 2022-12-22 13:09:33,819 - 't'
 2022-12-22 13:09:33,820 - 't'
 2022-12-22 13:09:33,820 - 't'
 2022-12-22 13:09:33,821 - 't'
 2022-12-22 13:09:33,876 - 'i'
 2022-12-22 13:09:33,877 - 'i'
 2022-12-22 13:09:33,877 - 'i'
 2022-12-22 13:09:33,878 - 'i'
 2022-12-22 13:09:34,034 - 'n'
 2022-12-22 13:09:34,035 - 'n'
 2022-12-22 13:09:34,036 - 'n'
 2022-12-22 13:09:34,037 - 'n'
 2022-12-22 13:09:34,072 - 'g'
 2022-12-22 13:09:34,072 - 'g'
 2022-12-22 13:09:34,072 - 'g'
 2022-12-22 13:09:34,073 - 'g'
 2022-12-22 13:09:34,152 - Key.space
 2022-12-22 13:09:34,153 - Key.space
 2022-12-22 13:09:34,153 - Key.space
 2022-12-22 13:09:34,153 - Key.space
 2022-12-22 13:09:34,299 - 't'
 2022-12-22 13:09:34,300 - 't'
 2022-12-22 13:09:34,300 - 't'
 2022-12-22 13:09:34,300 - 't'
 2022-12-22 13:09:34,473 - 'e'
 2022-12-22 13:09:34,473 - 'e'
 2022-12-22 13:09:34,473 - 'e'
 2022-12-22 13:09:34,473 - 'e'
 2022-12-22 13:09:34,673 - 's'
 2022-12-22 13:09:34,674 - 's'
 2022-12-22 13:09:34,675 - 's'
 2022-12-22 13:09:34,676 - 's'
 2022-12-22 13:09:34,813 - 'i'
 2022-12-22 13:09:34,813 - 'i'
 2022-12-22 13:09:34,814 - 'i'
 2022-12-22 13:09:34,814 - 'i'
 2022-12-22 13:09:35,121 - Key.insert
 2022-12-22 13:09:35,121 - Key.insert
 2022-12-22 13:09:35,121 - Key.insert
 2022-12-22 13:09:35,121 - Key.insert
 2022-12-22 13:09:35,584 - Key.backspace
 2022-12-22 13:09:35,584 - Key.backspace
 2022-12-22 13:09:35,584 - Key.backspace
 2022-12-22 13:09:35,584 - Key.backspace
 2022-12-22 13:09:35,769 - 't'
 2022-12-22 13:09:35,769 - 't'
 2022-12-22 13:09:35,769 - 't'
 2022-12-22 13:09:35,769 - 't'
 2022-12-22 13:09:35,848 - 'i'
 2022-12-22 13:09:35,848 - 'i'
 2022-12-22 13:09:35,848 - 'i'
 2022-12-22 13:09:35,849 - 'i'
 2022-12-22 13:09:36,003 - 'n'
 2022-12-22 13:09:36,003 - 'n'
 2022-12-22 13:09:36,003 - 'n'
 2022-12-22 13:09:36,004 - 'n'
 2022-12-22 13:09:36,050 - 'g'
 2022-12-22 13:09:36,050 - 'g'
 2022-12-22 13:09:36,050 - 'g'
 2022-12-22 13:09:36,050 - 'g'
 2022-12-22 13:09:36,219 - Key.backspace
 2022-12-22 13:09:36,219 - Key.backspace
 2022-12-22 13:09:36,220 - Key.backspace
 2022-12-22 13:09:36,220 - Key.backspace
 2022-12-22 13:09:36,722 - Key.backspace
 2022-12-22 13:09:36,722 - Key.backspace
 2022-12-22 13:09:36,722 - Key.backspace
 2022-12-22 13:09:36,723 - Key.backspace
 2022-12-22 13:09:36,755 - Key.backspace
 2022-12-22 13:09:36,756 - Key.backspace
 2022-12-22 13:09:36,756 - Key.backspace
 2022-12-22 13:09:36,756 - Key.backspace
 2022-12-22 13:09:36,789 - Key.backspace
 2022-12-22 13:09:36,789 - Key.backspace
 2022-12-22 13:09:36,789 - Key.backspace
 2022-12-22 13:09:36,790 - Key.backspace
 2022-12-22 13:09:36,821 - Key.backspace
 2022-12-22 13:09:36,821 - Key.backspace
 2022-12-22 13:09:36,821 - Key.backspace
 2022-12-22 13:09:36,821 - Key.backspace
 2022-12-22 13:09:36,855 - Key.backspace
 2022-12-22 13:09:36,855 - Key.backspace
 2022-12-22 13:09:36,855 - Key.backspace
 2022-12-22 13:09:36,855 - Key.backspace
 2022-12-22 13:09:36,888 - Key.backspace
 2022-12-22 13:09:36,888 - Key.backspace
 2022-12-22 13:09:36,889 - Key.backspace
 2022-12-22 13:09:36,889 - Key.backspace
 2022-12-22 13:09:36,922 - Key.backspace
 2022-12-22 13:09:36,922 - Key.backspace
 2022-12-22 13:09:36,922 - Key.backspace
 2022-12-22 13:09:36,922 - Key.backspace
 2022-12-22 13:09:36,954 - Key.backspace
 2022-12-22 13:09:36,954 - Key.backspace
 2022-12-22 13:09:36,954 - Key.backspace
 2022-12-22 13:09:36,954 - Key.backspace
 2022-12-22 13:09:36,987 - Key.backspace
 2022-12-22 13:09:36,987 - Key.backspace
 2022-12-22 13:09:36,988 - Key.backspace
