 2022-12-13 13:13:20,866 - 't'
 2022-12-13 13:13:21,269 - Key.backspace
 2022-12-13 13:13:21,417 - Key.space
 2022-12-13 13:13:21,529 - 't'
 2022-12-13 13:13:21,693 - 'e'
 2022-12-13 13:13:21,852 - 's'
 2022-12-13 13:13:21,979 - 'i'
 2022-12-13 13:13:22,123 - 'n'
 2022-12-13 13:13:22,177 - 't'
 2022-12-13 13:13:22,404 - 'g'
 2022-12-13 13:13:22,494 - Key.backspace
 2022-12-13 13:13:22,625 - Key.backspace
 2022-12-13 13:13:22,766 - Key.backspace
 2022-12-13 13:13:22,894 - Key.backspace
 2022-12-13 13:13:23,043 - 't'
 2022-12-13 13:13:23,174 - 'i'
 2022-12-13 13:13:23,311 - 'n'
 2022-12-13 13:13:23,367 - 'g'
 2022-12-13 13:13:23,455 - Key.space
 2022-12-13 13:13:23,589 - 't'
 2022-12-13 13:13:23,755 - 'e'
 2022-12-13 13:13:23,928 - 's'
 2022-12-13 13:13:24,100 - 't'
 2022-12-13 13:13:24,187 - 'i'
 2022-12-13 13:13:24,307 - 'n'
 2022-12-13 13:13:24,376 - 'g'
 2022-12-13 13:13:24,463 - Key.space
 2022-12-13 13:13:24,583 - 't'
 2022-12-13 13:13:24,738 - 'e'
 2022-12-13 13:13:24,910 - 's'
 2022-12-13 13:13:25,109 - 't'
 2022-12-13 13:13:25,198 - 'i'
 2022-12-13 13:13:25,334 - 'n'
 2022-12-13 13:13:25,389 - 'g'
 2022-12-13 13:13:34,063 - ']'
 2022-12-13 13:13:34,699 - Key.backspace
 2022-12-13 13:13:34,916 - Key.backspace
 2022-12-13 13:17:16,603 - Key.enter
 2022-12-13 13:17:16,734 - 't'
 2022-12-13 13:17:16,894 - 'e'
 2022-12-13 13:17:17,063 - 's'
 2022-12-13 13:17:17,255 - 't'
 2022-12-13 13:17:17,462 - Key.space
 2022-12-13 13:17:17,619 - 'w'
 2022-12-13 13:17:17,806 - 'e'
 2022-12-13 13:17:17,879 - Key.space
 2022-12-13 13:17:18,054 - 't'
 2022-12-13 13:17:18,219 - 'e'
 2022-12-13 13:17:18,403 - 's'
 2022-12-13 13:17:18,582 - 't'
 2022-12-13 13:17:18,964 - Key.backspace
 2022-12-13 13:17:19,403 - Key.backspace
 2022-12-13 13:17:19,543 - Key.backspace
 2022-12-13 13:17:19,677 - Key.backspace
 2022-12-13 13:17:19,822 - Key.backspace
 2022-12-13 13:17:19,974 - Key.backspace
 2022-12-13 13:17:20,079 - Key.backspace
 2022-12-13 13:17:20,211 - Key.backspace
 2022-12-13 13:17:20,367 - Key.backspace
 2022-12-13 13:17:20,511 - Key.backspace
 2022-12-13 13:17:20,656 - Key.backspace
 2022-12-13 13:17:20,797 - Key.backspace
 2022-12-13 13:17:21,064 - Key.backspace
 2022-12-13 13:25:18,517 - 't'
 2022-12-13 13:25:18,618 - 'e'
 2022-12-13 13:25:18,813 - 's'
 2022-12-13 13:25:19,007 - 't'
 2022-12-13 13:25:19,063 - 'i'
 2022-12-13 13:25:19,237 - 'n'
 2022-12-13 13:25:19,299 - 'g'
 2022-12-13 13:25:19,494 - '='
 2022-12-13 13:25:19,855 - Key.backspace
 2022-12-13 13:25:37,437 - Key.backspace
 2022-12-13 13:25:37,671 - Key.backspace
 2022-12-13 13:25:37,930 - Key.backspace
 2022-12-13 13:25:38,111 - Key.backspace
 2022-12-13 13:25:38,242 - Key.backspace
 2022-12-13 13:25:38,426 - Key.backspace
 2022-12-13 13:25:38,536 - Key.backspace
 2022-12-13 13:25:38,913 - 't'
 2022-12-13 13:25:39,123 - 'e'
 2022-12-13 13:25:39,856 - 's'
 2022-12-13 13:25:40,122 - 't'
 2022-12-13 13:25:40,232 - 'i'
 2022-12-13 13:25:40,375 - 'n'
 2022-12-13 13:25:40,463 - 'g'
