 2022-12-07 10:31:39,293 - Key.space
 2022-12-07 10:31:39,708 - 'w'
 2022-12-07 10:31:39,912 - 'e'
 2022-12-07 10:31:40,114 - Key.space
 2022-12-07 10:31:40,384 - 's'
 2022-12-07 10:31:40,665 - 't'
 2022-12-07 10:31:40,775 - 'a'
 2022-12-07 10:31:41,020 - 'y'
 2022-12-07 10:31:41,169 - Key.space
 2022-12-07 10:31:41,447 - 'i'
 2022-12-07 10:31:41,791 - Key.backspace
 2022-12-07 10:31:41,941 - 'w'
 2022-12-07 10:31:42,053 - 'i'
 2022-12-07 10:31:42,275 - 'n'
 2022-12-07 10:31:42,412 - 'n'
 2022-12-07 10:31:42,591 - 'i'
 2022-12-07 10:31:42,784 - 'n'
 2022-12-07 10:31:42,856 - 'g'
 2022-12-07 10:31:43,016 - Key.space
 2022-12-07 10:31:43,240 - Key.backspace
 2022-12-07 10:31:43,440 - Key.backspace
 2022-12-07 10:31:43,606 - Key.backspace
 2022-12-07 10:31:44,104 - Key.backspace
 2022-12-07 10:31:44,144 - Key.backspace
 2022-12-07 10:31:44,176 - Key.backspace
 2022-12-07 10:31:44,208 - Key.backspace
 2022-12-07 10:31:44,240 - Key.backspace
 2022-12-07 10:31:44,272 - Key.backspace
 2022-12-07 10:31:44,304 - Key.backspace
 2022-12-07 10:31:44,344 - Key.backspace
 2022-12-07 10:31:44,376 - Key.backspace
 2022-12-07 10:31:44,532 - Key.backspace
 2022-12-07 10:31:44,782 - Key.backspace
 2022-12-07 10:31:44,906 - Key.backspace
 2022-12-07 10:31:45,079 - Key.backspace
 2022-12-07 10:31:45,279 - Key.backspace
