 2023-01-10 12:54:25,034 - Key.enter
 2023-01-10 12:54:25,306 - 's'
 2023-01-10 12:54:25,479 - 'h'
 2023-01-10 12:54:25,567 - 'o'
 2023-01-10 12:54:25,703 - 'u'
 2023-01-10 12:54:25,807 - 'd'
 2023-01-10 12:54:25,875 - Key.space
 2023-01-10 12:54:26,011 - 'l'
 2023-01-10 12:54:26,155 - Key.backspace
 2023-01-10 12:54:26,291 - Key.backspace
 2023-01-10 12:54:26,419 - Key.backspace
 2023-01-10 12:54:26,571 - 'l'
 2023-01-10 12:54:26,665 - 'd'
 2023-01-10 12:54:26,713 - Key.space
 2023-01-10 12:54:26,838 - 'n'
 2023-01-10 12:54:26,998 - 'o'
 2023-01-10 12:54:27,030 - 't'
 2023-01-10 12:54:27,118 - Key.space
 2023-01-10 12:54:27,285 - 'b'
 2023-01-10 12:54:27,478 - 'e'
 2023-01-10 12:54:27,542 - Key.space
 2023-01-10 12:54:27,659 - 'w'
 2023-01-10 12:54:27,794 - 'o'
 2023-01-10 12:54:27,878 - 'r'
 2023-01-10 12:54:27,966 - 'k'
 2023-01-10 12:54:28,087 - 'i'
 2023-01-10 12:54:28,231 - 'n'
 2023-01-10 12:54:28,302 - 'g'
 2023-01-10 12:55:22,587 - 'h'
 2023-01-10 12:55:22,808 - 'o'
 2023-01-10 12:55:22,888 - 'w'
 2023-01-10 12:55:22,984 - Key.space
 2023-01-10 12:55:23,104 - 't'
 2023-01-10 12:55:23,199 - 'o'
 2023-01-10 12:55:23,263 - Key.space
 2023-01-10 12:55:25,426 - 'p'
 2023-01-10 12:55:25,426 - 'o'
 2023-01-10 12:55:25,676 - Key.backspace
 2023-01-10 12:55:25,825 - Key.backspace
 2023-01-10 12:55:26,253 - 'p'
 2023-01-10 12:55:26,408 - 'a'
 2023-01-10 12:55:26,519 - 'u'
 2023-01-10 12:55:26,608 - 's'
 2023-01-10 12:55:26,744 - 'e'
 2023-01-10 12:55:26,841 - Key.space
 2023-01-10 12:55:26,977 - 'p'
 2023-01-10 12:55:27,132 - 'y'
 2023-01-10 12:55:27,304 - 't'
 2023-01-10 12:55:27,363 - 'h'
 2023-01-10 12:55:27,566 - 'o'
 2023-01-10 12:55:27,665 - 'n'
 2023-01-10 12:55:27,777 - Key.space
 2023-01-10 12:55:27,927 - 't'
 2023-01-10 12:55:28,047 - 'h'
 2023-01-10 12:55:28,141 - 'r'
 2023-01-10 12:55:28,325 - 'e'
 2023-01-10 12:55:28,460 - 'a'
 2023-01-10 12:55:28,596 - 'd'
 2023-01-10 12:55:28,696 - Key.enter
 2023-01-10 12:56:10,970 - 't'
 2023-01-10 12:56:11,082 - 'h'
 2023-01-10 12:56:11,178 - 'r'
 2023-01-10 12:56:11,354 - 'e'
 2023-01-10 12:56:11,510 - 'a'
 2023-01-10 12:56:11,665 - 'd'
 2023-01-10 12:56:11,802 - 'i'
 2023-01-10 12:56:11,989 - 'n'
 2023-01-10 12:56:12,072 - 'g'
 2023-01-10 12:56:12,238 - '.'
 2023-01-10 12:56:12,456 - 'c'
 2023-01-10 12:56:12,578 - 'o'
 2023-01-10 12:56:12,753 - 'n'
 2023-01-10 12:56:12,882 - 'd'
 2023-01-10 12:56:13,002 - 'i'
 2023-01-10 12:56:13,252 - 't'
 2023-01-10 12:56:13,340 - 'i'
 2023-01-10 12:56:13,517 - 'i'
 2023-01-10 12:56:13,541 - 'o'
 2023-01-10 12:56:13,811 - Key.backspace
 2023-01-10 12:56:13,987 - Key.backspace
 2023-01-10 12:56:14,219 - 'o'
 2023-01-10 12:56:14,378 - 'n'
 2023-01-10 12:56:14,631 - Key.enter
 2023-01-10 12:56:27,854 - Key.ctrl_l
 2023-01-10 12:56:28,352 - Key.ctrl_l
 2023-01-10 12:56:28,384 - Key.ctrl_l
 2023-01-10 12:56:28,400 - '\x06'
 2023-01-10 12:56:34,998 - 'c'
 2023-01-10 12:56:35,129 - 'o'
 2023-01-10 12:56:35,346 - 'n'
 2023-01-10 12:56:37,533 - 'c'
 2023-01-10 12:56:37,702 - 'o'
 2023-01-10 12:56:37,879 - 'n'
 2023-01-10 12:56:37,993 - 'd'
 2023-01-10 12:56:38,098 - 'i'
 2023-01-10 12:56:38,258 - 't'
 2023-01-10 12:56:38,354 - 'i'
 2023-01-10 12:56:38,530 - 'o'
 2023-01-10 12:56:38,634 - 'n'
 2023-01-10 13:02:18,836 - Key.backspace
 2023-01-10 13:02:18,996 - Key.backspace
 2023-01-10 13:02:36,124 - Key.enter
